unitid,year,Institute_name,Institute_city,Institute_State,Student_Origin,Gender,Ethnicity,enrolled,admitted,applied,admissions_yield,admitted_major,admitted_Level_study,awards
180734,2015,Chicago College,Chicago,Illinois,USA,Female,African Americans,536,981,2540,55,Engineering,Certification,354
180734,2015,Chicago College,Chicago,Illinois,China,Female,Asian,90,224,426,40,Computer Science/Information Technology,Certification,37
180734,2015,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,49,85,234,57,Economics,Master,29
180734,2015,Chicago College,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,42,78,203,54,Education and Training,Associate,23
180734,2015,Chicago College,Chicago,Illinois,Canada,Female,Others,50,92,245,54,Engineering,Master,21
180734,2016,Chicago College,Chicago,Illinois,USA,Male,White Americans,991,2098,14080,47,Engineering,Doctor,513
180734,2016,Chicago College,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,80,173,1143,46,Computer Science/Information Technology,Doctor,44
180734,2016,Chicago College,Chicago,Illinois,USA,Male,African Americans,288,740,4102,39,Engineering,Bachelor,170
180734,2016,Chicago College,Chicago,Illinois,India,Male,Asian,56,139,804,40,Computer Science/Information Technology,Associate,44
180734,2016,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,15,31,221,49,Arts and Literature,Master,11
180734,2016,Chicago College,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,23,60,333,38,Business Administration,Certification,10
180734,2016,Chicago College,Chicago,Illinois,Australia,Male,Others,21,39,313,54,Education and Training,Master,10
180734,2016,Chicago College,Chicago,Illinois,USA,Female,White Americans,3322,5650,46818,59,Arts and Literature,Certification,2091
180734,2016,Chicago College,Chicago,Illinois,Spain,Female,Hispanic or Latino Americans,309,700,4358,44,Arts and Literature,Associate,129
180734,2016,Chicago College,Chicago,Illinois,USA,Female,African Americans,886,2020,12499,44,Economics,Bachelor,568
180734,2016,Chicago College,Chicago,Illinois,China,Female,Asian,241,521,3413,46,Medical And Nursing,Certification,108
180734,2016,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,82,160,1161,51,Medical And Nursing,Master,48
180734,2016,Chicago College,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,59,122,838,49,Arts and Literature,Associate,30
180734,2016,Chicago College,Chicago,Illinois,UAE,Female,Others,58,129,827,45,Business Administration,Bachelor,24
180734,2017,Chicago College,Chicago,Illinois,USA,Male,White Americans,3246,7192,32289,45,Computer Science/Information Technology,Associate,1779
180734,2017,Chicago College,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,321,714,3194,45,Education and Training,Doctor,226
180734,2017,Chicago College,Chicago,Illinois,USA,Male,African Americans,936,1622,9315,58,Computer Science/Information Technology,Associate,729
180734,2017,Chicago College,Chicago,Illinois,South Korea,Male,Asian,188,388,1878,48,Medical And Nursing,Bachelor,143
180734,2017,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,49,154,499,32,Economics,Doctor,21
180734,2017,Chicago College,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,51,150,517,34,Medical And Nursing,Bachelor,36
180734,2017,Chicago College,Chicago,Illinois,Canada,Male,Others,60,107,600,56,Computer Science/Information Technology,Certification,32
180734,2017,Chicago College,Chicago,Illinois,USA,Female,White Americans,2877,5775,39798,50,Arts and Literature,Doctor,2138
180734,2017,Chicago College,Chicago,Illinois,Argentina,Female,Hispanic or Latino Americans,301,548,4174,55,Engineering,Associate,235
180734,2017,Chicago College,Chicago,Illinois,USA,Female,African Americans,829,1676,11475,49,Economics,Master,551
180734,2017,Chicago College,Chicago,Illinois,India,Female,Asian,235,622,3263,38,Medical And Nursing,Certification,114
180734,2017,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,84,175,1161,48,Engineering,Doctor,51
180734,2017,Chicago College,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,57,133,796,43,Economics,Associate,27
180734,2017,Chicago College,Chicago,Illinois,Australia,Female,Others,100,247,1395,40,Business Administration,Associate,50
180734,2018,Chicago College,Chicago,Illinois,USA,Male,White Americans,2903,8692,7328,33,Engineering,Bachelor,2157
180734,2018,Chicago College,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,352,903,890,39,Economics,Bachelor,230
180734,2018,Chicago College,Chicago,Illinois,USA,Male,African Americans,769,1305,1942,59,Economics,Associate,530
180734,2018,Chicago College,Chicago,Illinois,Japan,Male,Asian,146,392,369,37,Computer Science/Information Technology,Bachelor,81
180734,2018,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,70,167,181,42,Business Administration,Associate,47
180734,2018,Chicago College,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,64,126,161,51,Computer Science/Information Technology,Associate,35
180734,2018,Chicago College,Chicago,Illinois,UAE,Male,Others,69,122,175,56,Business Administration,Doctor,42
180734,2018,Chicago College,Chicago,Illinois,USA,Female,White Americans,3807,7376,65725,52,Education and Training,Certification,2673
180734,2018,Chicago College,Chicago,Illinois,Chile,Female,Hispanic or Latino Americans,529,1119,9135,47,Business Administration,Certification,241
180734,2018,Chicago College,Chicago,Illinois,USA,Female,African Americans,1038,2932,17933,35,Business Administration,Master,710
180734,2018,Chicago College,Chicago,Illinois,China,Female,Asian,223,487,3872,46,Computer Science/Information Technology,Doctor,126
180734,2018,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,99,303,1720,33,Medical And Nursing,Associate,57
180734,2018,Chicago College,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,112,301,1942,37,Economics,Doctor,70
180734,2018,Chicago College,Chicago,Illinois,Australia,Female,Others,104,285,1809,37,Computer Science/Information Technology,Associate,68
180734,2019,Chicago College,Chicago,Illinois,USA,Male,White Americans,3034,6602,47652,46,Arts and Literature,Doctor,1650
180734,2019,Chicago College,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,255,442,4022,58,Computer Science/Information Technology,Associate,140
180734,2019,Chicago College,Chicago,Illinois,USA,Male,African Americans,862,2680,13541,32,Business Administration,Certification,590
180734,2019,Chicago College,Chicago,Illinois,China,Male,Asian,151,345,2392,44,Computer Science/Information Technology,Associate,71
180734,2019,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,77,141,1224,55,Business Administration,Bachelor,52
180734,2019,Chicago College,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,76,153,1202,50,Business Administration,Certification,51
180734,2019,Chicago College,Chicago,Illinois,Australia,Male,Others,93,183,1472,51,Business Administration,Master,54
180734,2019,Chicago College,Chicago,Illinois,USA,Female,White Americans,2524,4305,29109,59,Business Administration,Doctor,1841
180734,2019,Chicago College,Chicago,Illinois,Colombia,Female,Hispanic or Latino Americans,368,643,4247,57,Business Administration,Associate,227
180734,2019,Chicago College,Chicago,Illinois,USA,Female,African Americans,672,1705,7752,39,Engineering,Bachelor,372
180734,2019,Chicago College,Chicago,Illinois,South Korea,Female,Asian,127,317,1479,40,Medical And Nursing,Doctor,72
180734,2019,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,59,106,686,55,Arts and Literature,Associate,30
180734,2019,Chicago College,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,56,126,654,44,Engineering,Master,32
180734,2019,Chicago College,Chicago,Illinois,Canada,Female,Others,75,204,871,37,Education and Training,Master,49
180734,2020,Chicago College,Chicago,Illinois,USA,Male,White Americans,3503,10185,56844,34,Medical And Nursing,Master,2631
180734,2020,Chicago College,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,534,1458,8681,37,Engineering,Bachelor,283
180734,2020,Chicago College,Chicago,Illinois,USA,Male,African Americans,978,2348,15870,42,Arts and Literature,Associate,501
180734,2020,Chicago College,Chicago,Illinois,China,Male,Asian,184,490,3002,38,Computer Science/Information Technology,Master,123
180734,2020,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,88,154,1446,57,Economics,Bachelor,54
180734,2020,Chicago College,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,98,268,1598,37,Education and Training,Doctor,46
180734,2020,Chicago College,Chicago,Illinois,Canada,Male,Others,102,250,1661,41,Engineering,Associate,43
180734,2020,Chicago College,Chicago,Illinois,USA,Female,White Americans,2593,6415,40733,40,Computer Science/Information Technology,Associate,1039
180734,2020,Chicago College,Chicago,Illinois,Mexico,Female,Hispanic or Latino Americans,424,1064,6676,40,Computer Science/Information Technology,Certification,224
180734,2020,Chicago College,Chicago,Illinois,USA,Female,African Americans,961,1702,15114,56,Engineering,Doctor,655
180734,2020,Chicago College,Chicago,Illinois,South Korea,Female,Asian,241,533,3790,45,Medical And Nursing,Certification,102
180734,2020,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,62,158,984,39,Arts and Literature,Certification,43
180734,2020,Chicago College,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,62,169,989,37,Economics,Certification,42
180734,2020,Chicago College,Chicago,Illinois,Canada,Female,Others,68,132,1078,51,Medical And Nursing,Bachelor,41
180734,2021,Chicago College,Chicago,Illinois,USA,Male,White Americans,962,1624,43204,59,Economics,Master,653
180734,2021,Chicago College,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,95,285,4276,33,Arts and Literature,Master,62
180734,2021,Chicago College,Chicago,Illinois,USA,Male,African Americans,229,544,10286,42,Business Administration,Master,136
180734,2021,Chicago College,Chicago,Illinois,India,Male,Asian,60,119,2779,51,Computer Science/Information Technology,Bachelor,47
180734,2021,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,27,47,1219,57,Computer Science/Information Technology,Certification,13
180734,2021,Chicago College,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,21,46,983,46,Education and Training,Associate,14
180734,2021,Chicago College,Chicago,Illinois,Australia,Male,Others,18,52,875,35,Arts and Literature,Bachelor,12
180734,2021,Chicago College,Chicago,Illinois,USA,Female,White Americans,3475,11532,13543,30,Business Administration,Associate,2548
180734,2021,Chicago College,Chicago,Illinois,Colombia,Female,Hispanic or Latino Americans,324,804,1265,40,Engineering,Associate,161
180734,2021,Chicago College,Chicago,Illinois,USA,Female,African Americans,993,3042,3870,33,Arts and Literature,Doctor,730
180734,2021,Chicago College,Chicago,Illinois,South Korea,Female,Asian,226,383,885,59,Medical And Nursing,Master,162
180734,2021,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,71,141,279,50,Business Administration,Doctor,29
180734,2021,Chicago College,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,90,175,351,51,Computer Science/Information Technology,Bachelor,59
180734,2021,Chicago College,Chicago,Illinois,Canada,Female,Others,88,200,345,44,Economics,Certification,46
180734,2022,Chicago College,Chicago,Illinois,USA,Male,White Americans,1948,4535,13513,43,Computer Science/Information Technology,Doctor,788
180734,2022,Chicago College,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,196,340,1361,58,Education and Training,Doctor,118
180734,2022,Chicago College,Chicago,Illinois,USA,Male,African Americans,541,1527,3757,35,Economics,Certification,353
180734,2022,Chicago College,Chicago,Illinois,South Korea,Male,Asian,99,304,692,33,Computer Science/Information Technology,Certification,42
180734,2022,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,30,60,210,50,Medical And Nursing,Bachelor,20
180734,2022,Chicago College,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,32,105,229,30,Medical And Nursing,Associate,20
180734,2022,Chicago College,Chicago,Illinois,UAE,Male,Others,37,64,261,58,Business Administration,Bachelor,25
180734,2022,Chicago College,Chicago,Illinois,USA,Female,White Americans,3231,5609,17531,58,Education and Training,Doctor,1832
180734,2022,Chicago College,Chicago,Illinois,Argentina,Female,Hispanic or Latino Americans,444,1202,2409,37,Engineering,Certification,289
180734,2022,Chicago College,Chicago,Illinois,USA,Female,African Americans,894,1769,4854,51,Arts and Literature,Doctor,587
180734,2022,Chicago College,Chicago,Illinois,South Korea,Female,Asian,225,563,1223,40,Computer Science/Information Technology,Certification,95
180734,2022,Chicago College,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,96,188,523,51,Arts and Literature,Associate,38
180734,2022,Chicago College,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,64,184,350,35,Computer Science/Information Technology,Doctor,41
180734,2022,Chicago College,Chicago,Illinois,Canada,Female,Others,86,162,469,53,Education and Training,Master,38
180734,2023,Chicago College,Chicago,Illinois,USA,Male,White Americans,3594,7490,41773,48,Arts and Literature,Associate,2141
180734,2023,Chicago College,Chicago,Illinois,Colombia,Male,Hispanic or Latino Americans,443,743,5156,60,Engineering,Master,270
180734,2023,Chicago College,Chicago,Illinois,USA,Male,African Americans,885,2288,10289,39,Computer Science/Information Technology,Associate,581
180734,2023,Chicago College,Chicago,Illinois,Japan,Male,Asian,184,388,2152,47,Computer Science/Information Technology,Master,136
180734,2023,Chicago College,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,91,155,1064,59,Education and Training,Certification,38
180734,2023,Chicago College,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,101,201,1181,50,Medical And Nursing,Bachelor,42
180734,2023,Chicago College,Chicago,Illinois,UAE,Male,Others,54,124,635,44,Medical And Nursing,Master,31
